ID,AGE_GROUP,CHURNRISK,GENDER,STATUS,CHILDREN,ESTINCOME,HOMEOWNER,AGE,TAXID,CREDITCARD,DOB,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,ZIP4,LONGITUDE,LATITUDE,TOTALDOLLARVALUETRADED,TOTALUNITSTRADED,LARGESTSINGLETRANSACTION,SMALLESTSINGLETRANSACTION,PERCENTCHANGECALCULATION,DAYSSINCELASTLOGIN,DAYSSINCELASTTRADE,NETREALIZEDGAINS_YTD,NETREALIZEDLOSSES_YTD
884,Child,Low,F,S,0,45612.9,N,14,697474798,4808681606042591,19670420,1398 S OLIVE ST,,KULM,ND,58456,0,,,12531.25,311,6265,626,77.75,5,9,626.5625,0.0
885,Adult,High,F,S,1,7737.94,N,43,721971390,2527407745417853,19040911,966 E CHICAGO ST,,FISHERS,IN,46038,0,,,11051.11,50,5525,552,12.5,5,7,0.0,552.5555
886,Adult,Low,M,S,2,65000.0,N,45,132297050,4112586725499249,19530623,521 ORCHARD AVE,,BRAIDWOOD,IL,60408,0,,,21372.14,293,10686,1068,73.25,1,8,1068.607,0.0
887,Young adult,High,F,M,2,45287.6,Y,29,121708029,9197687020146191,19651214,HC 1 BOX 10478,,LEWISVILLE,TX,75057,3774,,,0.0,0,0,0,0.0,0,0,0.0,0.0
888,Adult,High,F,M,2,59613.1,N,34,192300611,9124487270742783,19090221,9I HIGHWAY 99 E,,WAUKESHA,WI,53186,0,-88.21119200000001,42.98758,12371.24,163,6185,618,40.75,5,7,0.0,618.562
889,Adult,High,F,S,1,16326.7,N,51,178381695,1472098002087937,19580318,1616 46TH ST SE,,SAINT LOUIS,MO,63101,0,-90.18872900000001,38.635918,0.0,0,0,0,0.0,0,0,0.0,0.0
890,Adult,High,F,S,2,9559.78,N,51,192859901,7967184388142776,19020306,3301 MURRAY LN,,DALLAS,TX,75206,4012,,,18311.83,59,9155,915,14.75,1,9,0.0,915.5915
891,Adult,Low,F,M,2,42031.8,N,51,141451064,3402179466615312,19020126,PO BOX A,,JACKSONVILLE,AL,36265,0,-85.759682,33.808607,20452.05,39,10226,1022,9.75,5,6,1022.6025,0.0
892,Young adult,High,F,M,2,83284.1,Y,28,137978940,1825871115359702,19730901,279 MEXICAN FLAG WAY,,JERSEY CITY,NJ,7304,0,-74.06048100000001,40.716685,26912.69,9,13456,1345,2.25,5,9,0.0,1345.6345
893,Young adult,Low,M,M,1,39229.1,N,26,160859086,5797147831787655,19480601,11512 HIGHWAY 103 S,,HUALAPAI,AZ,86412,0,,,28822.88,13,14411,1441,3.25,4,5,1441.144,0.0
894,Adult,Medium,F,S,0,68427.4,N,42,778373995,6051987729452631,19400813,232 CHESTNUT ST,,UNION,NJ,7083,0,,,23762.38,50,11881,1188,12.5,5,10,0.0,1188.119
895,Adult,Medium,M,S,0,3601.71,N,49,103293580,7821706643254704,19421209,2129 COMMERCE DR APT 101,,RIO GRANDE CY,TX,78582,0,-98.814287,26.392103000000002,9570.96,111,2392,239,16.65,5,10,0.0,239.274
896,Adult,Low,F,S,0,98716.3,N,56,101849111,1791191704312332,19510612,PO BOX 927,,ASHLAND,AL,36251,0,,,20972.1,13,10486,1048,3.25,4,6,1048.605,0.0
897,Adult,Low,F,S,2,66182.7,Y,62,152233839,1833285891225252,19521120,16125 COUNTY ROAD 132 E,,PHOENIX,AZ,85020,0,,,11701.17,47,5850,585,11.75,1,8,585.0585,0.0
898,Adult,Low,F,M,2,84789.3,N,50,213218704,1257563690144388,19090821,1021AV BLOSSOM HILL RD STE 30,,GALATIA,IL,62935,0,,,14221.42,10,7110,711,2.5,4,7,711.071,0.0
899,Adult,High,F,M,2,35976.5,Y,49,129346793,8762530272268755,19620301,618 LAKELAND E DR,,CEDAR RAPIDS,IA,52404,0,,,18851.89,31,9425,942,7.75,3,6,0.0,942.5945
900,Senior,High,F,M,0,32703.1,Y,65,209837765,6889369955514313,19580304,48361 FORBES ST,,BOONEVILLE,MS,38829,0,-88.56058399999999,34.665456,16801.68,56,8400,840,14.0,5,8,0.0,840.084
901,Adult,High,F,M,2,8204.72,N,53,190928978,8674880653162892,19770509,18701 310TH CIR,,HUNTSVILLE,AL,35801,0,-86.585312,34.733646,15591.56,24,7795,779,6.0,5,9,0.0,779.578
902,Adult,High,M,M,1,97180.4,N,33,627829468,9082792747043659,19080401,50 E NORTH TEMPLE RM 1490,,BRIGHTON,IL,62012,0,,,8210.82,45,2052,205,6.75,4,18,0.0,410.541
903,Adult,High,F,S,2,38280.0,N,34,771747815,2285499179536366,19851006,1 MEADOWBROOK LN,,BOSTON,MA,2128,0,-71.042695,42.37143,11641.16,74,5820,582,18.5,5,8,0.0,582.058
904,Adult,High,M,S,0,64136.6,Y,61,277426481,7281521850380036,19280918,71 CALLE MUNOZ RIVERA,,LOUISVILLE,KY,40292,2001,,,16211.62,125,8105,810,31.25,2,7,0.0,810.581
905,Adult,High,F,M,2,45429.7,Y,62,190654817,7185988270572849,19560110,96 CALLE PICAFLOR,,MAGALIA,CA,95954,0,,,24702.47,73,12351,1235,18.25,5,5,0.0,1235.1235
906,Adult,Medium,F,S,0,25285.5,N,54,970815659,7453291881346153,19431015,9114 COMUNIDAD SERRANO,,GRAND HAVEN,MI,49417,7964,,,9370.94,11,2342,234,1.65,5,11,0.0,234.2735
907,Adult,High,F,M,2,77551.1,Y,34,150502675,6726718368452200,19130624,770 MAGNOLIA AVE STE 1A,,BAUDETTE,MN,56623,0,-95.05,48.5981,20532.05,41,10266,1026,10.25,3,9,0.0,1026.6025
908,Child,Low,F,M,0,38538.4,N,12,142609640,8147522430979087,19430725,502 OWENS DR SE,,RAMSEY,NJ,7446,0,,,22862.29,16,11431,1143,4.0,4,5,1143.1145,0.0
909,Young adult,High,M,M,0,92881.8,N,21,132793102,8057321145240358,19440508,1588 US 27,,GREAT NECK,NY,11020,0,,,2150.22,85,537,53,12.75,5,20,0.0,107.511
910,Young adult,Low,M,S,2,43634.5,N,22,155080686,2078900121413460,19671129,2219 E 250 N,,SCRANTON,ND,58653,0,,,29442.94,104,14721,1472,26.0,5,8,1472.147,0.0
911,Adult,Low,F,S,1,13109.1,N,63,719837766,1715316716658316,19770322,G1 HACIENDA LA CONCEPCION,,SHAVERTOWN,PA,18708,0,,,22382.24,40,11191,1119,10.0,2,10,1119.112,0.0
912,Adult,Low,M,S,1,92647.5,N,56,736932367,5226257742951295,19250622,97 MAIN ST UPPR 3,,WEST PALM BEACH,FL,33409,0,,,16041.6,10,8020,802,2.5,5,5,802.08,0.0
913,Adult,Medium,M,S,2,21021.6,Y,63,853262148,4894505480325114,19161016,226 CHURCH ST S,,GLADWIN,MI,48624,0,-84.487025,43.98182,2000.2,11,500,50,1.65,1,11,0.0,50.005
914,Adult,Low,M,S,0,74460.7,Y,55,467311376,1926275339886496,19360730,14001 HOLLY AVE,,ITHACA,NY,14850,0,-76.503748,42.43177,25532.55,179,12766,1276,44.75,3,10,1276.6275,0.0
915,Adult,High,F,S,2,28787.4,N,42,143440716,3326694688132921,19341010,1 GARIBALDI AVE,,ASHER,OK,74826,0,,,27972.8,58,13986,1398,14.5,2,9,0.0,1398.64
916,Adult,High,M,M,1,13091.6,N,59,157523353,6500229700865894,19520801,1274 DOONESBURY DR,,OKEECHOBEE,FL,34974,0,,,22792.28,20,11396,1139,5.0,1,9,0.0,1139.614
917,Adult,Low,F,M,2,62061.8,Y,46,179028188,1370857904852304,19210227,7428 STATE ROUTE 3,,PHOENIX,AZ,85016,0,,,29862.99,52,14931,1493,13.0,5,10,1493.1495,0.0
918,Young adult,Medium,F,M,1,20550.9,Y,22,504003813,2204026901893086,19000923,PO BOX 11,,TERRY,MS,39170,0,,,27722.77,57,13861,1386,14.25,1,6,0.0,1386.1385
919,Young adult,Medium,M,M,2,1765.41,N,19,135075600,7131519846170456,19030924,RR 1 BOX 251,,GUNTERSVILLE,AL,35976,0,-86.27949100000001,34.345422,3040.3,44,760,76,6.6,2,13,0.0,76.0075
920,Adult,Low,F,S,2,19131.1,N,56,142661518,7413954263865491,19790515,PO BOX 5979,,KANSAS CITY,MO,64153,0,,,22152.22,34,11076,1107,8.5,3,7,1107.611,0.0
921,Adult,High,M,M,2,42750.3,Y,50,285119175,6287510914938900,19340102,2024AK N 7TH ST STE 101,,CINCINNATI,OH,45242,0,,,20592.06,112,10296,1029,28.0,2,8,0.0,1029.603
922,Adult,High,F,S,2,2842.55,N,46,617783004,6458931778074432,19471019,PO BOX 21242,,GLENSIDE,PA,19038,0,-75.16912099999999,40.116776,0.0,0,0,0,0.0,0,0,0.0,0.0
923,Adult,High,M,M,2,22358.1,N,53,658920949,3892052666149327,19950113,265 COND ARCOS DE SUCHVILLE,,FRESNO,CA,93722,0,,,15541.55,12,7770,777,3.0,3,6,0.0,777.0775
924,Young adult,High,M,M,0,47870.8,Y,27,189371003,7091351409921405,19710711,2613 COFFELT RD LOT 1,,FAIRFIELD,ME,4937,0,,,7000.7,12,1750,175,1.8,5,16,0.0,350.035
925,Senior,Low,F,S,2,6440.46,Y,70,139615700,4917051963310556,19880602,1737 BUTTRICK AVE SE,,CAROLINA,PR,979,0,,,22662.27,27,11331,1133,6.75,5,10,1133.1135,0.0
926,Adult,Low,F,S,0,7325.5,N,37,169185675,1582854850254541,19690128,67 MCMILLIAN RD NE,,PERRIS,CA,92570,0,,,28522.85,161,14261,1426,40.25,2,8,1426.1425,0.0
1685,Adult,Medium,M,D,1,20078.0,N,33,194454290,6672582169335919,19170914,76 W FRONT ST,,SCOTTSBURG,IN,47170,0,,,9650.97,6,2412,241,0.9,1,11,0.0,241.27425
1686,Young adult,Low,F,M,2,47902.0,N,26,992983856,5817782860485519,19031213,771 18TH AVE NW,,KEMP,TX,75143,0,-96.2325,32.444410999999995,17441.74,49,8720,872,12.25,4,10,872.087,0.0
1687,Child,Low,M,M,1,7545.96,Y,17,702492754,4908004828636589,19260412,RR 3 BOX 711,,FLORIDA,PR,650,2038,,,22392.24,178,11196,1119,44.5,1,8,1119.612,0.0
1688,Adult,Low,M,S,2,89459.9,N,53,110132079,4187955794019140,19221223,30187 E 135TH ST,,CEDAR RAPIDS,IA,52402,0,,,11541.15,22,5770,577,5.5,5,10,577.0575,0.0
1689,Adult,Low,F,S,1,13576.5,N,39,125878734,4051186984491573,19250417,3028 N HALL ST APT 176,,BOULDER,CO,80309,442,,,14831.48,25,7415,741,6.25,4,10,741.574,0.0
1690,Adult,Low,F,M,2,42031.8,N,51,944995539,4857444180369351,19170301,125 W ROCHELLE RD,,LANGDON,ND,58249,0,,,20452.05,39,10226,1022,9.75,1,7,1022.6025,0.0
1691,Young adult,Low,M,S,2,43634.5,N,22,103299427,6379962524398882,19090302,HC 2 BOX 30856,,WEST PALM BEACH,FL,33409,0,,,29442.94,104,14721,1472,26.0,1,7,1472.147,0.0
1692,Adult,High,F,S,1,13109.1,N,63,165388593,5350751862377247,19690429,3320 WALL BLVD APT 13-201,,JACKSON,MI,49203,0,-84.394729,42.234711,22382.24,40,11191,1119,10.0,1,5,0.0,1119.112
1693,Adult,Low,M,S,1,92647.5,N,56,183521981,8982431905223379,19241007,RR 2 BOX 312,,HACKENSACK,NJ,7601,0,,,16041.6,10,8020,802,2.5,4,10,802.08,0.0
1694,Adult,High,F,S,2,21021.6,Y,63,132040385,9205268110025715,19951105,HC 1 BOX 549,,EAST STROUDSBURG,PA,18301,0,-75.180894,40.998794000000004,3750.38,11,937,93,1.65,3,20,0.0,187.519
1695,Adult,High,M,S,0,74460.7,Y,55,976311452,1407425153201348,19660323,14189 OLD HIGHWAY 18,,MARMORA,NJ,8223,0,,,25532.55,179,12766,1276,44.75,1,6,0.0,1276.6275
1696,Adult,High,F,S,2,28787.4,N,42,638999240,3053579026353136,19900224,13516 LEATHER STRAP DR,,CRAWFORDVILLE,FL,32327,0,,,27972.8,58,13986,1398,14.5,5,6,0.0,1398.64
1697,Adult,High,M,M,1,13091.6,N,59,104515110,6004610162547027,19010927,16403 TIMBER CREST DR SE,,HOUSTON,TX,77024,2442,,,22792.28,20,11396,1139,5.0,5,7,0.0,1139.614
1698,Adult,Medium,F,M,2,62061.8,Y,46,292593588,3111836848466351,19270114,2021 SOUTHGATE BLVD APT 1,,MOUNT GILEAD,OH,43338,0,,,29862.99,52,14931,1493,13.0,2,6,0.0,1493.1495
1699,Young adult,Low,F,M,1,20550.9,Y,22,211720071,4022952900714020,19510123,1 WILTNY LN,,SAN SEBASTIAN,PR,685,2937,,,27722.77,57,13861,1386,14.25,2,9,1386.1385,0.0
1700,Young adult,Medium,M,S,1,1765.41,N,19,208619814,8140010057685150,19681026,20038 HIGHWAY 5 # 5368,,HARTFORD,AL,36344,0,-85.689132,31.106004,3040.3,44,760,76,6.6,4,12,0.0,76.0075
1701,Adult,Low,F,S,2,19131.1,N,56,829813953,1517489921910377,19801111,3874 CORUNNA RD,,WAYNE,NJ,7470,0,,,22152.22,34,11076,1107,8.5,4,8,1107.611,0.0
1702,Adult,Medium,F,S,2,6440.46,Y,52,110326815,2307697440149205,19441226,1172 E BROOKS ST,,PARKTON,NC,28371,0,,,22662.27,27,11331,1133,6.75,2,6,1133.1135,0.0
1703,Adult,Medium,M,M,2,28766.9,N,47,511891615,1188169893818036,19670618,1500 HUDSON ST APT 7T,,GRASSY,MO,63751,0,,,6110.61,58,1527,152,8.7,2,13,0.0,152.76525
1704,Young adult,Low,M,M,2,91272.2,Y,25,127370990,2949075055192436,19351217,146 SUN ARBOR TER APT AN-1331,,CHINO,CA,91710,0,,,26992.7,13,13496,1349,3.25,4,10,1349.635,0.0
1705,Adult,Low,F,S,0,73228.3,N,42,190259277,5702916255289594,19590216,319 LULAC DR,,ROSENBERG,TX,77471,0,,,22472.25,28,11236,1123,7.0,4,5,1123.6125,0.0
1706,Adult,High,M,M,1,64792.3,N,52,163484779,5758434156752077,19350608,RR 1 BOX 175,,CUMBERLAND,KY,40823,0,-82.986347,36.974117,13051.31,36,6525,652,9.0,3,6,0.0,652.5655
1707,Adult,High,F,S,0,93322.1,Y,40,185126525,8606348372601455,19420416,428 BLANCO ST,,KENT,WA,98030,0,-122.202476,47.386649,29922.99,8,14961,1496,2.0,4,9,0.0,1496.1495
1708,Adult,High,M,M,2,49910.7,Y,52,153277513,5616117861175518,19440610,311 13TH ST APT 6M,,HUNTSVILLE,AL,35810,0,,,27422.74,23,13711,1371,5.75,3,10,0.0,1371.137
1709,Adult,High,M,M,0,76161.4,Y,45,213096375,3181034277448983,19731219,83 LYNDON AVE S,,FAIRFIELD,NJ,7004,0,,,11961.2,25,5980,598,6.25,2,5,0.0,598.06
1710,Child,High,F,M,2,55860.0,Y,15,198177415,3175993335253226,19820202,525 CAMBRIDGE BLVD SE,,FAYETTE,MO,65248,0,-92.679233,39.143937,16011.6,10,8005,800,2.5,2,8,0.0,800.58
1711,Adult,High,M,M,2,57360.8,Y,53,161036692,2176438569602986,19780716,2600 S GESSNER RD STE 304,,PHOENIX,AZ,85016,0,,,10361.04,57,5180,518,14.25,1,5,0.0,518.052
1712,Adult,Low,M,M,1,92414.7,Y,46,196425915,4872091390727220,19460625,1 ABERDEEN ST,,GAGETOWN,MI,48735,0,,,29432.94,10,14716,1471,2.5,4,5,1471.647,0.0
1713,Adult,Low,F,S,2,14578.8,Y,61,890786753,1294256609455545,19771022,PO BOX 994,,FOREST HOME,AL,36030,5307,,,11911.19,95,5955,595,23.75,1,9,595.5595,0.0
1714,Adult,High,F,M,2,87578.2,Y,53,149619373,5861365960560772,19600518,RR 2,,RADISSON,WI,54867,0,,,290.03,22,72,7,3.3,5,15,0.0,14.5015
1715,Child,High,F,M,2,86695.4,N,14,288688304,3601855439208112,19900330,1010 CADIZ ST STE 100,,ELMHURST,NY,11373,0,,,25942.59,32,12971,1297,8.0,2,7,0.0,1297.1295
1716,Adult,High,M,M,1,5306.11,N,39,687846008,6789372543364731,19260811,689 SW E AVE,,MELBOURNE,FL,32901,0,-80.623293,28.085081,5520.55,17,1380,138,2.55,5,19,0.0,276.0275
1717,Adult,High,F,M,0,83287.0,N,44,341693946,2890528301472340,19060430,672AL MAIN ST STE 1,,AU GRES,MI,48703,0,,,29642.96,90,14821,1482,22.5,4,5,0.0,1482.148
1718,Adult,High,M,M,1,2067.82,N,48,991181058,2321468074810680,19580710,100 CANTERBURY CT,,APO,AE,9096,9620,,,15251.53,70,7625,762,17.5,3,8,0.0,762.5765
1719,Young adult,Medium,M,M,2,30665.2,Y,23,178916680,2600190970505247,19910802,1300 LYONS ST,,VEGA BAJA,PR,693,3831,,,5830.58,63,1457,145,9.45,1,15,0.0,145.7645
1720,Adult,Medium,F,M,1,78000.0,Y,56,160048129,6716579600127397,19200922,123 CORPORATE DR,,CABOT,AR,72023,0,,,6080.61,30,1520,152,4.5,3,12,0.0,152.01525
1721,Adult,Low,F,M,1,98680.4,Y,59,193617659,3853690335152580,19641015,128 2ND AVE NW,,HATILLO,PR,659,2208,,,17581.76,8,8790,879,2.0,1,7,879.088,0.0
1722,Adult,Medium,F,M,2,65619.7,Y,46,674677432,1939241931773768,19891107,S1001 HARVARD ST,,MILTONVALE,KS,67466,0,,,13561.36,144,6780,678,36.0,4,10,0.0,678.068
1723,Adult,Low,M,M,1,95620.3,Y,49,110688358,5137455704446732,19210224,4551 SEQUOIA DR APT B271,,BREMEN,AL,35033,0,,,10911.09,93,5455,545,23.25,5,8,545.5545,0.0
1724,Adult,High,F,S,0,85275.0,N,47,162391276,2378702879309510,19200827,117 RIDGE LN APT 207,,ISABELA,PR,662,2655,,,22482.25,151,11241,1124,37.75,3,10,0.0,1124.1125
1725,Adult,Low,F,M,1,66921.4,Y,43,199508128,3930001690440970,19270912,9797 HALL LN,,FORT MITCHELL,AL,36856,0,,,15701.57,8,7850,785,2.0,4,7,785.0785,0.0
1726,Adult,Low,F,M,1,98453.6,Y,46,208319503,3683577379986239,19290518,76 JERICHO PATH,,SEATTLE,WA,98119,0,-122.361405,47.626026,13721.37,11,6860,686,2.75,3,8,686.0685,0.0
1727,Adult,High,F,S,2,57420.0,Y,48,115428357,3319259451142952,19101023,19 BYRD STATION RD SE,,DALLAS,TX,75231,5269,,,25182.52,252,12591,1259,63.0,4,7,0.0,1259.126
1728,Senior,High,M,M,0,68000.0,N,67,892748742,5064116955339194,19600714,1056 PARK AVE,,WESTFORD,MA,1886,0,,,3930.39,26,982,98,3.9,3,18,0.0,196.5195
1729,Adult,Low,F,M,2,47639.1,N,48,228304974,7316224970904771,19870707,10 GLENWOOD AVE STE 5,,TAHLEQUAH,OK,74464,0,,,17481.75,39,8740,874,9.75,1,5,874.0875,0.0
1730,Adult,Medium,M,M,0,3911.9,N,38,851454255,7073535274708378,19611115,177 N ORANGE ST,,DALLAS,TX,75231,5386,,,5720.57,25,1430,143,3.75,3,13,0.0,143.01425
1731,Young adult,Low,F,S,0,39461.0,N,22,110136855,6480114862583822,19600616,265 HATHAWAY DR STE 1,,FLUSHING,NY,11355,5211,,,22872.29,103,11436,1143,25.75,1,6,1143.6145,0.0
1732,Adult,High,M,M,1,47371.0,Y,55,105811892,6814053740819048,19680518,4646 N 11TH ST,,GARRISON,ND,58540,0,,,4980.5,258,1245,124,38.7,2,18,0.0,249.025
1733,Young adult,High,M,S,1,16432.1,Y,21,118841357,7370424023937180,19951218,2445 M ST NW STE 500,,KANKAKEE,IL,60901,0,-87.861696,41.123314,20412.04,80,10206,1020,20.0,4,9,0.0,1020.602
1734,Adult,Low,F,S,1,540.4,Y,39,115255771,8246390410253876,19271203,411 ROUTE 25A,,PENUELAS,PR,624,3518,,,12341.23,7,6170,617,1.75,3,8,617.0615,0.0
1735,Adult,Medium,F,M,2,80087.7,N,42,184345180,5182692910925555,19350610,70 CALLE B,,MORGAN HILL,CA,95037,0,,,8740.87,22,2185,218,3.3,4,14,0.0,218.52175
1736,Adult,Low,F,M,2,59691.3,N,38,943522708,9050350179087527,19550204,9301 AVENUE U,,TEMPLE,TX,76504,0,-97.35380699999999,31.076216,21942.19,256,10971,1097,64.0,3,6,1097.1095,0.0
1737,Adult,Low,F,S,2,11251.1,Y,52,639921860,8991239693551198,19050510,35 N JOHNSON ST,,PINEVILLE,LA,71360,0,-92.407815,31.333342,28422.84,113,14211,1421,28.25,3,5,1421.142,0.0
1738,Adult,Medium,F,S,2,93559.1,N,58,203561043,3049677882270102,19190924,20501 W GLENN HWY,,MOTT,ND,58646,0,,,1520.15,29,380,38,4.35,1,14,0.0,38.00375
1739,Young adult,Low,F,S,2,3416.62,Y,23,328814195,9820783439599911,19300821,180 PRESCOTT ST,,CORRALES,NM,87048,0,,,18971.9,104,9485,948,26.0,1,5,948.595,0.0
1740,Adult,High,F,S,0,93454.3,Y,49,623401969,4000441310479061,19680605,206 CALLE SAN FERNANDO PMB 26209,,URBANA,IL,61802,0,,,18941.89,25,9470,947,6.25,1,6,0.0,947.0945
1741,Child,Low,M,M,0,5745.0,Y,15,186990094,8124682970119478,19901203,PO BOX 308,,CRESTON,IA,50801,0,,,26402.64,17,13201,1320,4.25,5,5,1320.132,0.0
1742,Adult,Medium,F,M,2,11234.7,Y,49,193918112,9112777501736337,19510306,580 STAFFORD AVE APT 12B,,MONTGOMERY,AL,36104,3775,-86.300209,32.364591,690.07,112,172,17,16.8,3,10,0.0,17.25175
1743,Senior,Low,F,M,1,82931.3,N,65,440177475,7016315420029017,19460104,1807 WOODFIELD DR STE D,,AVALON,PA,15202,0,,,19241.92,118,9620,962,29.5,3,5,962.096,0.0
1744,Adult,High,F,M,2,57483.9,N,44,613204047,6834086438563703,19680924,KA CATCHING CRAPPIE ROAD PMB 10038,,MANTUA,NJ,8051,0,,,17011.7,27,8505,850,6.75,4,5,0.0,850.585
1745,Adult,Low,F,S,2,21274.0,N,46,128789121,7677505586705503,19420827,438 SUMMIT AVE # 1430 # 4128,,ROXBURY CROSSING,MA,2120,0,-71.098766,42.335496,10871.09,32,5435,543,8.0,1,6,543.5545,0.0
1746,Adult,Low,F,M,2,28267.0,N,30,728865779,6803876733779572,19670510,2 NORTH SQ APT 1,,WYOMING,MN,55092,0,,,21872.19,192,10936,1093,48.0,5,10,1093.6095,0.0
1747,Adult,Medium,F,M,2,36725.1,N,56,130105005,5814794006457785,19370504,4704 CUPPLES PL APT 2C,,NORWALK,CT,6850,0,,,8650.87,77,2162,216,11.55,4,15,0.0,216.27175
1748,Adult,Low,M,S,1,94188.3,N,58,162958516,2480044061868379,19380201,201 S PALMERS RD,,PHENIX CITY,AL,36869,0,-85.0756,32.4263,20862.09,19,10431,1043,4.75,1,5,1043.1045,0.0
1749,Adult,High,F,M,2,91861.0,Y,42,172004683,4306708212223832,19251117,215 N MAIN ST,,SPRINGFIELD,MA,1109,0,-72.559907,42.121829999999996,15321.53,6,7660,766,1.5,4,10,0.0,766.0765
1750,Adult,High,F,S,1,12374.9,Y,33,942733211,4709088944685391,19180111,702 MAIN ST W,,COVINGTON,WA,98042,0,,,17491.75,106,8745,874,26.5,1,10,0.0,874.5875
1751,Young adult,High,F,M,2,69133.9,Y,27,108258280,7242660406646495,19001024,2791 11TH AVE E,,BISMARCK,ND,58501,0,,,8580.86,37,2145,214,5.55,3,17,0.0,429.043
1752,Young adult,Low,F,M,2,84948.0,Y,29,150873978,7904029766545565,19211008,3660 39TH AVE SW,,CEDAR RAPIDS,IA,52411,0,,,11141.11,12,5570,557,3.0,1,7,557.0555,0.0
1753,Adult,High,F,M,2,30998.8,N,41,161741064,6302287160924663,19381225,689 CONKLIN ST APT A1,,CASTROVILLE,TX,78009,0,,,2400.24,50,600,60,7.5,1,19,0.0,120.012
1754,Child,High,M,S,0,15924.2,N,14,419827365,2692479394073747,19211218,RR 17 BOX 129,,MELVIN,MI,48454,0,,,0.0,0,0,0,0.0,0,0,0.0,0.0
1755,Adult,Medium,M,M,2,21416.5,N,36,985168902,8557098937220204,19420604,442 NW CLINTON COUNTY LINE RD,,FENNVILLE,MI,49408,0,,,9900.99,8,2475,247,1.2,5,12,0.0,247.52475
1756,Child,Medium,M,M,2,78554.2,N,17,146500828,1205332485450340,19551015,479-398 TAKO NEE ST,,CAPE CORAL,FL,33914,0,,,5590.56,23,1397,139,3.45,5,12,0.0,139.764
1757,Adult,High,F,M,2,38215.9,N,31,212517777,5153567353868367,19820610,6814 102ND AVE SE,,AUSTIN,TX,78758,0,,,0.0,0,0,0,0.0,0,0,0.0,0.0
1758,Adult,Medium,F,M,2,49745.3,N,48,110059725,4556082158903039,19530327,927 GARDEN ST # 1014 # 1949,,SECAUCUS,NJ,7094,0,,,2840.28,24,710,71,3.6,1,12,0.0,71.007
1759,Child,Low,F,M,2,88427.0,N,14,210273377,8092004938989318,19160428,5050 CAMPBELL RD STE A,,ST PETERSBURG,FL,33713,0,-82.699623,27.79072,22462.25,43,11231,1123,10.75,2,10,1123.1125,0.0
1760,Young adult,Medium,F,M,2,98003.7,Y,26,205999096,8055679093269106,19691215,741 W BARAGA AVE,,NEWTON,NJ,7860,0,-74.757216,41.05648,1030.1,83,257,25,12.45,1,15,0.0,25.7525
1761,Adult,High,M,S,0,89142.7,N,54,118574268,5607762590076223,19460318,11910 GREENVILLE AVE STE 103,,BABYLON,NY,11702,0,,,3760.38,5,940,94,0.75,5,16,0.0,188.019
1762,Adult,High,F,S,0,74530.8,N,63,131164193,2257014857977369,19651119,RR 1 BOX 19,,BRADFORD,MA,1830,0,,,20892.09,106,10446,1044,26.5,5,7,0.0,1044.6045
1763,Adult,High,F,M,2,76289.2,N,48,126411802,8073701867880063,19690608,205 E BEAVER AVE STE 6,,CAROLINA,PR,979,0,,,22202.22,82,11101,1110,20.5,4,8,0.0,1110.111
1764,Adult,Medium,M,M,1,66931.9,N,64,226672613,6161030548924455,19730410,3178 STATE HIGHWAY 110,,YAUCO,PR,698,0,,,11721.17,5,5860,586,1.25,4,9,0.0,586.0585
1765,Young adult,Medium,M,M,2,9309.57,Y,25,316716004,6240121352965745,19351021,352 STYLES RANCH RD,,HORSEHEADS,NY,14845,0,,,8560.86,99,2140,214,14.85,3,14,0.0,214.0215
1766,Adult,High,F,S,0,77726.4,N,57,144846320,5380107491748902,19461115,100 W AVENUE A,,ERICK,OK,73645,0,,,14001.4,9,7000,700,2.25,4,10,0.0,700.07
1767,Adult,High,F,S,1,2800.68,N,46,117019532,6182814541525731,19590621,201 ROBERT S KERR AVE STE 800,,SAINT AUGUSTA,MN,55353,0,,,28452.85,106,14226,1422,26.5,5,10,0.0,1422.6425
1768,Adult,High,F,M,2,90271.6,N,45,956637865,2046565755688058,19300407,PO BOX 378,,FRESNO,CA,93706,0,-119.82288700000001,36.721055,13961.4,96,6980,698,24.0,2,7,0.0,698.07
1769,Adult,High,F,M,2,64816.6,Y,31,133658999,8587865969349916,19550915,2208 ROTHMORE DR SW,,GREAT BARRINGTON,MA,1230,0,,,21002.1,6,10501,1050,1.5,5,9,0.0,1050.105
1770,Adult,Low,F,M,2,98217.1,N,45,149900951,4388526262089909,19900208,414 BRIAR LN NE,,GARLAND,TX,75043,0,,,29492.95,13,14746,1474,3.25,2,7,1474.6475,0.0
1771,Adult,High,F,S,0,15989.3,N,62,158003983,2208593813164872,19291016,168 BOONTON AVE,,GAINESVILLE,FL,32607,0,-82.408748,29.643582000000002,3670.37,25,917,91,3.75,1,20,0.0,183.5185
1772,Young adult,Medium,M,S,1,84978.1,N,22,105900728,6156630703345477,19880817,174 MARKET ST W,,BOWBELLS,ND,58721,0,,,5030.5,76,1257,125,11.4,3,15,0.0,125.7625
1773,Adult,High,F,M,2,36647.9,N,50,129070699,3760795342988338,19720520,12703 SPECTRUM DR STE 103D,,DOVER PLAINS,NY,12522,0,,,21412.14,85,10706,1070,21.25,5,8,0.0,1070.607
